,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework,salary
127,No,non-travel,556.26,Sales,1,Bachelor,,128,2,Male,,3,2,Sales executive,3,Unknown,11681.39,9,No,11,3.0,3,Part Time,0,15.0,2,3.0,11,,6,9,1988,Yes,53914.11
128,No,travel_rarely,1032.49,Research & Development,24,Bachelor,Medical,129,4,Male,129.06,3,3,Manufacturing director,1,Married,21682.23,1,No,21,4.0,4,Part Time,1,10.0,5,2.0,10,,5,8,1981,No,100071.84
129,No,travel_rarely,575.4,Research & Development,6,Professional Certification,,130,4,Male,71.93,3,2,Research scientist,1,Divorced,12083.5,3,Yes,12,,2,Full Time,2,18.0,3,3.0,10,,6,9,1971,Yes,55770.0
130,No,non-travel,1973.98,Research & Development,18,Masters,Life Sciences,131,4,Male,246.75,2,5,Research director,3,Unknown,41453.67,1,Yes,17,3.0,3,Full Time,1,,5,3.0,31,,0,9,1974,Yes,191324.62
131,No,travel_rarely,277.64,Research & Development,1,Doctor,,132,2,Male,,3,1,Research scientist,4,Married,5830.5,1,No,12,3.0,4,Part Time,1,,4,2.0,10,,8,8,1989,Yes,26910.0
132,Yes,travel_rarely,290.04,Research & Development,1,Masters,Other,133,4,Male,,3,1,Research scientist,4,Single,6090.75,1,No,13,3.0,3,Part Time,0,10.0,2,2.0,10,,7,8,1990,No,28111.13
133,No,non-travel,1032.49,Research & Development,7,Bachelor,Medical,134,3,Male,,3,3,Research director,3,Married,21682.23,0,No,11,3.0,4,,0,,3,4.0,13,,3,7,1990,Yes,100071.84
134,No,travel_rarely,1582.77,Research & Development,23,Masters,,135,4,Female,,3,4,Research director,4,Unknown,33238.2,6,No,18,3.0,3,Full Time,0,33.0,0,3.0,12,,3,8,1970,Yes,153407.07
135,No,travel_rarely,763.8,Research & Development,8,Professional Certification,Other,136,1,Female,,3,3,Laboratory technician,2,Married,16039.83,4,No,11,3.0,3,Part Time,1,29.0,3,2.0,26,,1,7,1974,No,74030.0
136,No,non-travel,1032.49,Sales,21,Masters,,137,2,Male,129.06,3,3,Sales executive,4,Unknown,21682.23,6,No,13,3.0,2,Part Time,1,,2,3.0,10,,0,8,1988,No,100071.84
137,No,travel_rarely,910.31,Research & Development,17,High School or Below,Life Sciences,138,3,Female,113.79,2,3,Healthcare representative,3,Married,19116.5,0,No,18,3.0,1,Part Time,1,20.0,4,2.0,19,,1,9,1985,No,88230.0
138,No,non-travel,1582.77,Sales,3,High School or Below,Marketing,139,1,Male,,3,4,Manager,3,Married,33238.2,3,No,12,3.0,4,Full Time,1,,3,3.0,12,,4,9,1977,No,153407.07
139,No,non-travel,556.26,Research & Development,18,Masters,,140,1,Male,69.53,3,2,Manufacturing director,4,Single,11681.39,2,No,20,4.0,1,Part Time,0,18.0,0,3.0,11,,0,9,1987,No,53914.11
140,Yes,travel_frequently,1582.77,Sales,15,Bachelor,Life Sciences,141,1,Male,,3,4,Sales executive,1,Single,33238.2,0,No,12,,2,Full Time,0,,2,2.0,21,,13,14,1981,Yes,153407.07
141,No,travel_frequently,556.26,Research & Development,1,Bachelor,,142,4,Male,,2,2,Healthcare representative,1,Single,11681.39,0,No,20,4.0,3,,0,14.0,3,3.0,13,,4,9,1989,Yes,53914.08
142,No,travel_rarely,369.26,Research & Development,1,Bachelor,Medical,143,4,Male,,3,1,Research scientist,2,Unknown,7754.5,0,Yes,21,4.0,1,,1,12.0,2,3.0,11,,5,7,1993,Yes,35790.0
143,No,travel_rarely,1834.34,Research & Development,3,Bachelor,Life Sciences,144,4,Male,,3,4,Research director,4,Married,38521.17,3,No,14,3.0,1,Full Time,0,36.0,2,3.0,10,,0,9,1969,Yes,177790.0
144,No,travel_rarely,556.26,Research & Development,24,Bachelor,Medical,145,3,Female,,2,2,Healthcare representative,1,Single,11681.39,1,No,19,,2,Part Time,0,10.0,2,3.0,10,,1,8,1992,No,53914.11
145,No,non-travel,1879.12,Unknown,5,Bachelor,,146,2,Male,,3,5,Manager,2,Married,39461.5,7,No,11,3.0,3,Full Time,1,26.0,5,3.0,22,,3,10,1979,Yes,182130.0
146,No,non-travel,1400.8,Research & Development,8,High School or Below,,147,4,Male,175.1,2,4,Healthcare representative,2,Divorced,29416.83,1,Yes,15,3.0,4,Full Time,1,,3,3.0,33,,15,0,1968,No,135770.0
147,No,travel_rarely,1979.92,Unknown,4,Professional Certification,Life Sciences,148,3,Male,247.49,4,5,Manager,1,Divorced,41578.33,1,No,14,3.0,4,Full Time,2,,4,2.0,25,,14,13,1979,No,191900.0
148,No,travel_frequently,556.26,Human Resources,11,Bachelor,Life Sciences,149,3,Male,,2,2,Human resources,2,Unknown,11681.39,4,No,11,3.0,4,,2,14.0,5,4.0,10,,1,8,1989,Yes,53914.08
149,No,non-travel,1766.66,Unknown,13,Masters,,150,3,Female,220.83,2,4,Manager,2,Divorced,37099.83,6,Yes,13,3.0,4,Full Time,2,,4,3.0,19,,15,2,1984,No,171230.0
150,No,travel_rarely,1979.61,Unknown,2,Professional Certification,Medical,151,4,Female,,1,5,Manager,3,Unknown,41571.83,4,No,14,,4,Full Time,1,23.0,5,3.0,19,,9,11,1968,Yes,191870.0
151,No,non-travel,1582.77,Unknown,5,Bachelor,Life Sciences,152,3,Male,197.85,3,4,Manager,2,Unknown,33238.2,1,No,11,3.0,2,Full Time,1,,2,3.0,33,,0,10,1972,Yes,153407.07
152,Yes,non-travel,1032.57,Research & Development,14,Masters,Medical,153,1,Female,,2,3,Manufacturing director,1,Married,21684.0,7,No,14,3.0,4,,0,,0,2.0,10,,5,9,1965,Yes,100080.0
153,No,non-travel,1032.49,Research & Development,4,Bachelor,Life Sciences,154,4,Male,129.06,3,3,Manufacturing director,4,Single,21682.23,1,No,11,3.0,3,Part Time,0,11.0,2,3.0,10,,0,8,1975,Yes,100071.84
154,No,travel_rarely,824.16,Human Resources,17,Bachelor,,155,2,Male,,2,3,Human resources,1,Single,17307.33,1,No,13,3.0,1,Part Time,0,,3,2.0,10,,0,9,1994,No,79880.0
155,No,non-travel,556.26,Sales,3,Bachelor,Other,156,4,Male,,1,2,Sales executive,1,Single,11681.39,3,No,18,,4,Part Time,0,15.0,2,3.0,13,,3,12,1989,Yes,53914.11
156,No,travel_frequently,290.04,Research & Development,9,Professional Certification,,157,1,Female,,3,1,Laboratory technician,4,Unknown,6090.75,1,No,13,3.0,3,,0,12.0,3,3.0,12,,5,8,1981,Yes,28111.08
157,No,travel_rarely,556.26,Research & Development,1,Professional Certification,Life Sciences,158,2,Male,,4,2,Research scientist,3,Married,11681.39,0,No,24,4.0,1,Part Time,1,13.0,2,2.0,12,,2,8,1966,Yes,53914.11
158,Yes,travel_rarely,556.26,Sales,24,Masters,,159,1,Female,,2,2,Sales executive,2,Single,11681.39,0,Yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,,10,10,1989,No,53914.11
159,No,travel_frequently,1582.77,Unknown,11,Masters,Medical,160,2,Female,,3,4,Manager,4,Unknown,33238.2,3,No,20,,1,,1,26.0,2,3.0,14,,1,12,1969,Yes,153407.04
160,No,travel_rarely,730.79,Sales,1,Bachelor,,161,4,Male,91.35,2,3,Sales executive,3,Unknown,15346.5,1,No,14,3.0,4,Part Time,0,,3,3.0,10,,8,6,1989,No,70830.0
161,No,non-travel,487.29,Research & Development,3,High School or Below,Medical,162,2,Male,,3,1,Laboratory technician,1,Single,10233.17,1,No,18,3.0,4,,0,,3,,10,,1,5,1994,Yes,47229.96
162,No,travel_rarely,351.52,Research & Development,28,Bachelor,Life Sciences,163,2,Male,,4,2,Laboratory technician,3,Unknown,7381.83,1,No,17,,4,Part Time,2,,3,2.0,10,,6,8,1988,Yes,34070.0
163,Yes,non-travel,556.26,Sales,12,Masters,Other,164,4,Male,69.53,3,2,Sales executive,4,Unknown,11681.39,3,No,24,4.0,1,Part Time,0,13.0,2,4.0,11,,6,7,1988,Yes,53914.11
164,No,travel_rarely,302.2,Research & Development,19,Bachelor,Life Sciences,165,2,Female,37.77,2,1,Research scientist,4,Married,6346.17,1,No,12,3.0,2,Full Time,0,10.0,3,3.0,10,,8,7,1989,Yes,29290.0
165,No,non-travel,556.26,Sales,2,Bachelor,,166,4,Male,,3,2,Sales executive,4,Unknown,11681.39,1,Yes,17,3.0,1,Part Time,1,10.0,3,3.0,10,,8,8,1980,No,53914.11
166,No,non-travel,1582.77,Unknown,2,Bachelor,Medical,167,2,Male,197.85,3,4,Manager,2,Divorced,33238.2,4,No,22,4.0,4,Full Time,1,37.0,0,2.0,16,,14,14,1965,Yes,153407.07
167,No,travel_rarely,556.26,Sales,14,Masters,,168,1,Female,,2,2,Sales executive,3,Married,11681.39,1,Yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,,1,7,1987,No,53914.11
168,No,travel_rarely,1032.49,Research & Development,11,Bachelor,Life Sciences,169,1,Male,129.06,3,3,Healthcare representative,3,Married,21682.23,1,No,17,3.0,2,Part Time,1,10.0,1,3.0,10,,0,9,1980,Yes,100071.84
169,No,non-travel,1973.98,Unknown,26,Masters,Human Resources,170,3,Male,246.75,4,5,Manager,2,Married,41453.67,4,Yes,18,3.0,1,Full Time,1,35.0,0,3.0,10,,1,4,1968,Yes,191324.62
170,No,non-travel,556.26,Research & Development,23,Professional Certification,,171,4,Male,,2,2,Research scientist,3,Single,11681.39,1,No,12,3.0,4,,0,20.0,2,3.0,20,,3,7,1981,Yes,53914.11
171,No,non-travel,556.26,Research & Development,11,Bachelor,Technical Degree,172,4,Female,,3,2,Laboratory technician,3,Married,11681.39,1,No,11,,1,,1,10.0,2,4.0,10,,9,4,1983,Yes,53914.08
172,Yes,non-travel,290.04,Research & Development,7,Professional Certification,Technical Degree,173,4,Male,,3,1,Laboratory technician,3,Married,6090.75,8,No,11,3.0,4,Part Time,1,14.0,4,1.0,10,,9,8,1967,Yes,28111.13
173,No,travel_rarely,1241.29,Sales,33,High School or Below,Marketing,174,3,Female,,2,4,Sales executive,4,Unknown,26067.17,0,No,11,3.0,1,Full Time,1,,2,2.0,20,,9,6,1984,Yes,120310.0
174,No,travel_rarely,1591.67,Unknown,2,Masters,Life Sciences,175,1,Female,198.96,2,4,Manager,4,Married,33425.17,2,No,16,3.0,3,Full Time,0,,3,3.0,25,,3,7,1970,Yes,154270.0
175,No,travel_frequently,1032.49,Sales,8,Bachelor,,176,4,Male,,3,3,Sales executive,3,Single,21682.23,1,No,15,3.0,4,,0,9.0,0,3.0,9,,1,7,1996,No,100071.84
176,No,travel_frequently,556.26,Research & Development,1,Professional Certification,,177,3,Female,69.53,3,2,Laboratory technician,4,Unknown,11681.39,1,No,23,4.0,4,Part Time,0,12.0,2,,12,,3,7,1993,Yes,53914.11
177,No,non-travel,1032.49,Sales,18,Doctor,Life Sciences,178,2,Male,,3,3,Sales executive,1,Married,21682.23,1,No,22,4.0,4,,1,9.0,3,2.0,9,,1,8,1988,Yes,100071.84
178,No,travel_rarely,635.76,Research & Development,1,Bachelor,Medical,179,1,Male,,3,2,Manufacturing director,4,Married,13351.0,1,Yes,22,4.0,2,,1,9.0,3,3.0,9,,7,8,1991,Yes,61620.0
179,No,travel_rarely,528.87,Research & Development,1,High School or Below,Life Sciences,180,4,Male,,2,2,Laboratory technician,4,Married,11106.33,1,No,12,3.0,3,Part Time,2,,1,,10,,3,0,1993,No,51260.0
180,Yes,non-travel,992.44,Sales,9,Professional Certification,Medical,181,3,Male,124.05,2,3,Sales executive,4,Unknown,20841.17,1,No,16,3.0,4,Part Time,0,9.0,3,3.0,9,,4,7,1977,No,96190.0
181,No,travel_rarely,556.26,Sales,4,Professional Certification,,182,3,Female,,2,2,Sales executive,2,Unknown,11681.39,1,Yes,12,3.0,2,Part Time,3,11.0,4,2.0,11,,2,7,1993,No,53914.11
182,No,non-travel,516.9,Sales,6,Masters,,183,2,Male,,3,2,Sales executive,3,Single,10855.0,1,No,16,3.0,1,,0,12.0,0,3.0,11,,5,7,1991,Yes,50100.0
183,No,travel_rarely,1032.49,Sales,37,Doctor,Marketing,184,3,Male,,3,3,Sales executive,2,Married,21682.23,1,No,13,3.0,1,Part Time,2,,3,3.0,10,,0,6,1988,No,100071.84
184,No,non-travel,1032.49,Sales,8,Bachelor,Marketing,185,2,Female,,3,3,Sales executive,4,Single,21682.23,1,No,14,3.0,4,Part Time,0,9.0,2,3.0,9,,3,7,1991,Yes,100071.84
185,No,travel_rarely,290.04,Research & Development,34,Bachelor,Life Sciences,186,1,Male,,3,1,Research scientist,3,Divorced,6090.75,4,No,12,3.0,1,Part Time,1,,2,3.0,9,,1,8,1982,Yes,28111.13
186,No,travel_rarely,1963.72,Unknown,4,High School or Below,Medical,187,4,Female,,3,5,Manager,3,Unknown,41238.17,1,No,14,3.0,2,Full Time,1,21.0,2,3.0,20,,9,9,1983,No,190330.0
187,No,non-travel,1582.77,Unknown,2,Professional Certification,,188,1,Male,,2,4,Manager,4,Married,33238.2,9,No,23,4.0,4,,1,22.0,1,3.0,20,,11,8,1978,Yes,153407.04
188,Yes,travel_rarely,1073.02,Sales,4,Masters,,189,4,Male,,1,3,Sales executive,4,Married,22533.33,1,No,11,3.0,3,Full Time,0,14.0,2,2.0,14,,9,8,1991,No,104000.0
189,No,non-travel,1032.49,Research & Development,1,High School or Below,Life Sciences,190,3,Male,129.06,2,3,Manufacturing director,3,Unknown,21682.23,1,No,22,4.0,3,Part Time,0,,2,3.0,11,,5,8,1993,Yes,100071.84
190,No,non-travel,1032.49,Research & Development,11,Bachelor,,191,2,Male,,3,3,Research director,4,Unknown,21682.23,1,No,14,3.0,3,Part Time,3,,1,3.0,10,,0,7,1986,Yes,100071.84
191,No,non-travel,288.17,Sales,4,Masters,,192,1,Male,,3,1,Sales representative,4,Divorced,6051.5,4,No,17,3.0,3,,1,13.0,2,3.0,9,,5,8,1986,No,27930.0
192,No,non-travel,556.26,Research & Development,24,Professional Certification,Technical Degree,193,1,Male,,3,2,Research scientist,4,Unknown,11681.39,1,No,17,3.0,1,,2,,3,3.0,9,,4,7,1983,No,53914.08
193,No,non-travel,585.41,Research & Development,24,Masters,,194,2,Female,,3,2,Laboratory technician,2,Married,12293.67,7,No,15,3.0,3,Full Time,1,11.0,3,3.0,9,,0,8,1987,Yes,56740.0
194,No,travel_rarely,556.26,Sales,7,Bachelor,Life Sciences,195,4,Male,,2,2,Sales executive,3,Married,11681.39,1,No,14,3.0,3,Part Time,1,13.0,3,2.0,13,,4,8,1991,Yes,53914.11
195,No,non-travel,1032.49,Research & Development,25,Professional Certification,Life Sciences,196,1,Female,,2,3,Research director,2,Unknown,21682.23,3,No,17,3.0,3,Part Time,1,,2,3.0,10,,0,1,1985,Yes,100071.84
196,No,travel_rarely,556.26,Research & Development,28,Professional Certification,,197,4,Female,,3,2,Research scientist,4,Married,11681.39,1,No,13,3.0,4,Part Time,2,11.0,2,3.0,10,,1,9,1993,Yes,53914.11
197,No,non-travel,1980.64,Unknown,1,High School or Below,,198,2,Male,247.58,3,5,Manager,3,Unknown,41593.5,1,No,14,3.0,3,Full Time,1,21.0,3,3.0,21,,1,6,1984,Yes,191970.0
198,No,non-travel,1973.98,Unknown,7,Bachelor,Life Sciences,199,1,Female,,3,5,Manager,1,Unknown,41453.67,5,No,11,3.0,4,Full Time,0,33.0,5,1.0,29,,11,10,1963,Yes,191324.62
199,No,non-travel,867.9,Sales,22,Masters,Other,200,3,Female,108.49,3,3,Sales executive,1,Unknown,18226.0,0,No,11,3.0,3,Part Time,0,10.0,3,3.0,9,,7,8,1993,Yes,84120.0
200,No,travel_rarely,1032.49,Research & Development,9,High School or Below,,201,3,Male,,3,3,Manufacturing director,2,Divorced,21682.23,1,No,25,4.0,4,Part Time,1,,6,4.0,13,,0,8,1992,Yes,100071.84
201,Yes,non-travel,345.43,Research & Development,3,Bachelor,Life Sciences,202,1,Male,43.18,3,1,Research scientist,1,Single,7254.0,1,Yes,11,3.0,1,Full Time,0,,3,3.0,10,,9,7,1990,No,33480.0
202,No,non-travel,290.04,Research & Development,28,High School or Below,Medical,203,4,Male,,4,1,Laboratory technician,3,Married,6090.75,1,Yes,11,,3,,3,20.0,3,3.0,20,,3,8,1973,Yes,28111.08
203,No,non-travel,547.75,Research & Development,24,Masters,Life Sciences,204,1,Male,68.47,3,2,Laboratory technician,4,Unknown,11502.83,1,No,15,,4,Part Time,2,10.0,2,3.0,10,,4,7,1991,Yes,53090.0
204,No,non-travel,556.26,Research & Development,29,Bachelor,,205,2,Male,,3,2,Manufacturing director,2,Unknown,11681.39,1,No,13,3.0,4,,1,10.0,3,2.0,9,,7,8,1981,Yes,53914.08
205,Yes,non-travel,789.7,Sales,11,Bachelor,Marketing,206,3,Female,,3,3,Sales executive,4,Married,16583.67,1,No,18,3.0,1,Part Time,2,,3,4.0,9,,7,7,1974,No,76540.0
206,No,non-travel,1321.46,Research & Development,5,High School or Below,,207,3,Male,,2,3,Research director,4,Divorced,27750.67,1,No,16,3.0,2,Full Time,1,,3,3.0,9,,0,8,1996,Yes,128080.0
207,No,travel_rarely,556.26,Sales,1,Bachelor,Medical,208,1,Male,69.53,4,2,Sales executive,1,Divorced,11681.39,1,No,22,,1,Part Time,1,9.0,5,3.0,9,,0,8,1990,Yes,53914.11
208,No,non-travel,1582.77,Research & Development,26,Masters,,209,3,Female,,2,4,Manufacturing director,4,Married,33238.2,3,No,22,4.0,3,Full Time,0,31.0,3,3.0,9,,0,0,1971,No,153407.07
209,No,non-travel,556.26,Sales,5,Professional Certification,Life Sciences,210,2,Male,69.53,3,2,Sales executive,2,Unknown,11681.39,1,No,14,3.0,4,Part Time,1,10.0,3,3.0,10,,5,3,1991,Yes,53914.11
210,No,non-travel,679.51,Research & Development,14,High School or Below,Life Sciences,211,3,Male,,3,2,Healthcare representative,4,Unknown,14269.67,0,No,17,3.0,1,Full Time,1,,2,2.0,16,,4,11,1987,No,65860.0
211,No,non-travel,556.26,Sales,20,Professional Certification,,212,4,Female,,3,2,Sales executive,3,Unknown,11681.39,1,No,13,3.0,4,,1,,2,2.0,9,,0,0,1992,No,53914.11
212,No,travel_rarely,259.9,Research & Development,2,Masters,Medical,213,3,Male,32.49,3,1,Laboratory technician,3,Single,5457.83,4,No,21,4.0,3,Part Time,0,,6,3.0,11,,3,9,1987,Yes,25190.0
213,No,non-travel,1764.18,Unknown,1,Professional Certification,Life Sciences,214,4,Male,,3,4,Manager,4,Married,37047.83,2,No,15,3.0,2,Full Time,1,26.0,2,,9,,7,8,1971,Yes,170990.0
214,No,non-travel,1582.77,Unknown,17,Bachelor,,215,4,Male,,3,4,Manager,3,Single,33238.2,1,No,11,3.0,4,Full Time,0,10.0,2,3.0,10,,6,0,1990,No,153407.07
215,No,non-travel,556.26,Research & Development,23,Professional Certification,Life Sciences,216,4,Male,,3,2,Laboratory technician,1,Unknown,11681.39,1,Yes,15,3.0,3,Part Time,1,9.0,2,3.0,9,,0,8,1978,Yes,53914.11
216,No,travel_rarely,1032.49,Research & Development,12,Doctor,,217,4,Female,129.06,2,3,Manufacturing director,4,Unknown,21682.23,0,No,11,3.0,2,Part Time,0,15.0,2,2.0,14,,7,8,1987,Yes,100071.84
217,No,non-travel,1353.65,Sales,8,Masters,,218,4,Male,,2,4,Sales executive,2,Unknown,28426.67,6,No,17,3.0,2,Full Time,1,22.0,3,3.0,9,,2,3,1974,No,131200.0
218,Yes,non-travel,1032.49,Sales,23,High School or Below,,219,4,Female,,2,3,Sales executive,1,Unknown,21682.23,1,No,13,,1,Part Time,1,11.0,3,1.0,11,,3,10,1994,Yes,100071.84
219,No,non-travel,323.04,Research & Development,6,High School or Below,,220,2,Female,,3,1,Laboratory technician,4,Married,6783.83,1,No,13,3.0,1,,1,,5,3.0,10,,0,8,1994,No,31310.04
220,No,non-travel,556.26,Research & Development,1,Bachelor,Life Sciences,221,4,Female,,2,2,Manufacturing director,4,Married,11681.39,1,No,13,3.0,2,Part Time,1,14.0,2,2.0,14,,3,11,1986,Yes,53914.11
221,No,travel_rarely,1032.49,Sales,10,Doctor,,222,4,Male,129.06,4,3,Sales executive,3,Unknown,21682.23,0,No,14,3.0,4,Part Time,2,,3,3.0,9,,0,8,1990,Yes,100071.84
222,No,travel_frequently,458.51,Research & Development,19,Bachelor,Medical,223,3,Female,,3,2,Laboratory technician,2,Divorced,9628.67,4,No,13,3.0,3,Part Time,2,15.0,2,4.0,11,,5,10,1989,Yes,44440.0
223,No,non-travel,688.59,Research & Development,1,Bachelor,,224,3,Female,,1,2,Laboratory technician,4,Married,14460.33,0,No,11,3.0,1,,3,10.0,6,3.0,9,,7,5,1995,Yes,66740.04000000001
224,No,non-travel,1016.48,Sales,2,Masters,,225,4,Female,,3,3,Sales executive,3,Unknown,21346.0,1,Yes,19,3.0,1,Part Time,1,10.0,5,2.0,10,,9,6,1992,Yes,98520.0
225,No,non-travel,1842.8,Unknown,2,High School or Below,Life Sciences,226,3,Male,,3,4,Manager,3,Unknown,38698.83,0,Yes,13,,4,Full Time,0,21.0,3,2.0,20,,2,10,1981,No,178610.0
226,No,travel_rarely,556.26,Research & Development,2,Bachelor,Life Sciences,227,3,Male,,3,2,Research scientist,4,Single,11681.39,1,No,13,3.0,3,Part Time,0,9.0,4,3.0,9,,8,8,1983,Yes,53914.11
227,No,non-travel,556.26,Sales,15,Professional Certification,Medical,228,3,Female,,3,2,Sales executive,1,Single,11681.39,1,No,12,3.0,4,,0,,6,4.0,10,,9,6,1989,Yes,53914.08
228,No,travel_rarely,1973.98,Research & Development,1,Bachelor,,229,4,Female,,3,5,Research director,1,Unknown,41453.67,3,No,21,4.0,3,Full Time,1,,3,3.0,9,,1,5,1965,No,191324.62
229,Yes,travel_frequently,768.24,Research & Development,1,Doctor,,230,3,Female,,4,3,Manufacturing director,2,Unknown,16133.0,1,No,11,3.0,1,,0,,2,3.0,10,,4,7,1992,Yes,74460.0
230,No,non-travel,1419.37,Research & Development,8,High School or Below,,231,4,Male,,2,3,Research director,2,Unknown,29806.83,2,No,11,3.0,3,Full Time,1,16.0,5,3.0,9,,4,8,1983,Yes,137570.0
231,No,non-travel,1712.49,Research & Development,2,Bachelor,Medical,232,4,Male,,4,4,Research director,2,Single,35962.33,4,No,12,3.0,2,Full Time,0,35.0,2,2.0,9,,8,8,1970,Yes,165980.0
232,No,non-travel,1582.77,Research & Development,15,Bachelor,,233,2,Male,197.85,3,4,Research director,1,Unknown,33238.2,7,No,14,3.0,4,Full Time,2,16.0,3,2.0,14,,6,9,1989,Yes,153407.07
233,No,travel_rarely,1032.49,Research & Development,16,Bachelor,Life Sciences,234,4,Female,,2,3,Healthcare representative,2,Single,21682.23,1,No,19,3.0,4,,0,,3,1.0,11,,3,3,1988,Yes,100071.84
234,No,non-travel,442.1,Research & Development,13,Bachelor,,235,1,Male,55.26,3,2,Research scientist,4,Married,9284.17,1,No,17,3.0,1,Part Time,0,,2,3.0,10,,3,7,1986,Yes,42850.0
235,No,travel_frequently,1044.54,Research & Development,2,Bachelor,,236,4,Male,,3,3,Healthcare representative,4,Unknown,21935.33,2,Yes,14,3.0,3,Full Time,1,24.0,3,1.0,20,,13,9,1981,Yes,101240.0
236,No,non-travel,1032.49,Research & Development,1,Masters,,237,1,Male,,3,3,Healthcare representative,2,Divorced,21682.23,1,No,12,3.0,1,Part Time,3,,4,3.0,10,,7,7,1978,Yes,100071.84
237,Yes,travel_rarely,1002.24,Sales,1,Bachelor,,238,2,Male,,2,2,Sales executive,1,Married,21047.0,1,No,11,3.0,4,Full Time,1,,4,3.0,10,,6,7,1993,Yes,97140.0
238,No,travel_rarely,1023.9,Sales,14,Bachelor,Life Sciences,239,3,Male,,3,2,Sales executive,2,Married,21502.0,0,No,11,3.0,4,Full Time,1,10.0,3,3.0,9,,7,7,1985,Yes,99240.0
239,No,non-travel,1160.2,Research & Development,20,Doctor,Medical,240,2,Male,,3,4,Healthcare representative,3,Unknown,24364.17,2,No,15,3.0,3,Full Time,1,32.0,3,3.0,30,,12,13,1973,No,112450.0
240,No,travel_rarely,316.64,Research & Development,3,Professional Certification,,241,3,Male,,2,2,Laboratory technician,3,Unknown,6649.5,0,No,15,3.0,4,,1,,3,,10,,0,7,1984,Yes,30690.0
241,No,travel_rarely,556.26,Research & Development,3,Bachelor,,242,4,Female,,3,2,Research scientist,2,Unknown,11681.39,1,No,12,3.0,3,Part Time,1,11.0,2,3.0,11,,7,9,1989,Yes,53914.11
242,No,travel_rarely,1582.77,Research & Development,22,Doctor,,243,2,Female,,3,4,Manager,3,Unknown,33238.2,3,No,25,4.0,3,Full Time,1,36.0,6,3.0,10,,4,7,1969,Yes,153407.07
243,No,travel_rarely,953.44,Sales,6,Bachelor,Marketing,244,4,Male,,3,3,Sales executive,3,Unknown,20022.17,1,No,12,3.0,2,Part Time,0,,3,3.0,10,,8,7,1982,No,92410.0
244,No,non-travel,667.75,Research & Development,1,Bachelor,Life Sciences,245,4,Male,83.47,3,2,Laboratory technician,4,Married,14022.67,1,No,15,3.0,4,Full Time,1,,2,3.0,9,,5,8,1984,Yes,64720.0
245,No,travel_rarely,1973.98,Unknown,7,Masters,,246,2,Male,,3,5,Manager,2,Unknown,41453.67,1,No,14,3.0,2,Full Time,0,,3,2.0,21,,12,8,1983,No,191324.62
246,No,non-travel,315.2,Research & Development,4,Bachelor,Technical Degree,247,4,Male,,3,2,Research scientist,2,Unknown,6619.17,5,No,15,,4,Part Time,2,11.0,2,2.0,9,,1,7,1990,Yes,30550.0
247,No,non-travel,858.52,Research & Development,10,Bachelor,Life Sciences,248,4,Male,,3,3,Healthcare representative,1,Unknown,18028.83,7,No,13,3.0,4,Part Time,1,15.0,1,3.0,12,,5,7,1987,No,83210.0
248,No,non-travel,324.28,Research & Development,8,Masters,Life Sciences,249,4,Male,,4,1,Research scientist,1,Married,6809.83,6,No,19,3.0,2,Full Time,1,14.0,1,3.0,10,,7,6,1990,Yes,31430.0
